rule,inventory,control_id,N,mode,coefficient_exact_zero,coefficient_sign,coefficient_sha256,numerator_digits,denominator_digits,first_degree,active_edge_count,neutral_euler_safe
v2_parity_equal,shuffled_primes,14007,16,2,False,-1,94a94a26f2d0a9abb94d69814b9a20a089c94efb302a33fd0bce606052078109,70,73,2,13,True
entropy_increasing,shuffled_primes,14007,16,2,False,-1,ae42c489d4ed746bcb555280d34ad0232e7dae608a050964e4a544d68324c964,66,69,2,9,True
entropy_bin_equal,shuffled_primes,14007,16,2,False,-1,eee61cceb155f409c95ad3faaf5fed8b71787ff7fc133bffdba54b383a411e53,42,48,2,2,True
ordered_consecutive_tensor_atoms,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14007,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14008,16,2,False,-1,b2e72746ccaf349ea815ea9f6049e379a4f606bddeffec338ac24f014fce855e,67,69,2,15,True
factor_depth_sum,shuffled_primes,14008,16,2,False,-1,b2e72746ccaf349ea815ea9f6049e379a4f606bddeffec338ac24f014fce855e,67,69,2,15,True
indecomposable_pair,shuffled_primes,14008,16,2,False,-1,b2e72746ccaf349ea815ea9f6049e379a4f606bddeffec338ac24f014fce855e,67,69,2,15,True
factor_depth_equal,shuffled_primes,14008,16,2,False,-1,b2e72746ccaf349ea815ea9f6049e379a4f606bddeffec338ac24f014fce855e,67,69,2,15,True
distinct_depth_equal,shuffled_primes,14008,16,2,False,-1,b2e72746ccaf349ea815ea9f6049e379a4f606bddeffec338ac24f014fce855e,67,69,2,15,True
tensor_coprime,shuffled_primes,14008,16,2,False,-1,b2e72746ccaf349ea815ea9f6049e379a4f606bddeffec338ac24f014fce855e,67,69,2,15,True
v2_equal,shuffled_primes,14008,16,2,False,-1,28575cb76d3f5d76899a1a8c1ce1156caab5178d8357d59b5a006bcdbb547c36,66,69,2,14,True
v2_parity_equal,shuffled_primes,14008,16,2,False,-1,28575cb76d3f5d76899a1a8c1ce1156caab5178d8357d59b5a006bcdbb547c36,66,69,2,14,True
entropy_increasing,shuffled_primes,14008,16,2,False,-1,de1aaa324eaac70b0953bb9878e2c959b3fa4539e55486c0989e28b249c6bde1,69,73,2,8,True
entropy_bin_equal,shuffled_primes,14008,16,2,False,-1,5c5324606139dd0f8d6275e212aebff92a4723688e610afeda823a4adb61e024,35,42,2,1,True
ordered_consecutive_tensor_atoms,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14008,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14009,16,2,False,-1,d12caaa0376a63c49b7ae7678a86bd11932eebbbb59dff30a87a5ca4d4c50243,70,72,2,15,True
factor_depth_sum,shuffled_primes,14009,16,2,False,-1,d12caaa0376a63c49b7ae7678a86bd11932eebbbb59dff30a87a5ca4d4c50243,70,72,2,15,True
indecomposable_pair,shuffled_primes,14009,16,2,False,-1,d12caaa0376a63c49b7ae7678a86bd11932eebbbb59dff30a87a5ca4d4c50243,70,72,2,15,True
factor_depth_equal,shuffled_primes,14009,16,2,False,-1,d12caaa0376a63c49b7ae7678a86bd11932eebbbb59dff30a87a5ca4d4c50243,70,72,2,15,True
distinct_depth_equal,shuffled_primes,14009,16,2,False,-1,d12caaa0376a63c49b7ae7678a86bd11932eebbbb59dff30a87a5ca4d4c50243,70,72,2,15,True
tensor_coprime,shuffled_primes,14009,16,2,False,-1,d12caaa0376a63c49b7ae7678a86bd11932eebbbb59dff30a87a5ca4d4c50243,70,72,2,15,True
v2_equal,shuffled_primes,14009,16,2,False,-1,04f5b9a1ad3caf42744b3deaa01874f715a0bc48dfd6816069557f4df0d41271,69,72,2,13,True
v2_parity_equal,shuffled_primes,14009,16,2,False,-1,04f5b9a1ad3caf42744b3deaa01874f715a0bc48dfd6816069557f4df0d41271,69,72,2,13,True
entropy_increasing,shuffled_primes,14009,16,2,False,-1,dd00306a13a5f96935dbb2d6283eb3f96f6dbad8f8eeb98e2219f579528d4df8,55,58,2,6,True
entropy_bin_equal,shuffled_primes,14009,16,2,False,-1,e5cded69c7bcd8c1fc7c535a787e2bd01e481fde7452528839a4cf1304dd3113,61,65,2,5,True
ordered_consecutive_tensor_atoms,shuffled_primes,14009,16,2,False,-1,f44b863fab2f084ec5eba88b0e6ec8a5b8b682255a92010e8f5f7ea2b3411b98,35,43,2,1,True
consecutive_run_2,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14009,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14010,16,2,False,-1,4a780f79f04ffb7716ff3974bd89e108aa9794c9497fab80672878a668bc136e,73,76,2,15,True
factor_depth_sum,shuffled_primes,14010,16,2,False,-1,4a780f79f04ffb7716ff3974bd89e108aa9794c9497fab80672878a668bc136e,73,76,2,15,True
indecomposable_pair,shuffled_primes,14010,16,2,False,-1,4a780f79f04ffb7716ff3974bd89e108aa9794c9497fab80672878a668bc136e,73,76,2,15,True
factor_depth_equal,shuffled_primes,14010,16,2,False,-1,4a780f79f04ffb7716ff3974bd89e108aa9794c9497fab80672878a668bc136e,73,76,2,15,True
distinct_depth_equal,shuffled_primes,14010,16,2,False,-1,4a780f79f04ffb7716ff3974bd89e108aa9794c9497fab80672878a668bc136e,73,76,2,15,True
tensor_coprime,shuffled_primes,14010,16,2,False,-1,4a780f79f04ffb7716ff3974bd89e108aa9794c9497fab80672878a668bc136e,73,76,2,15,True
v2_equal,shuffled_primes,14010,16,2,False,-1,7118e4fd9688720d498f7b3c691a36cc4cad813b65c43f43c10f3d179776eb2c,72,76,2,13,True
v2_parity_equal,shuffled_primes,14010,16,2,False,-1,7118e4fd9688720d498f7b3c691a36cc4cad813b65c43f43c10f3d179776eb2c,72,76,2,13,True
entropy_increasing,shuffled_primes,14010,16,2,False,-1,abcd74ab02f8977454ba096c5bad3645afcb269968da878c524fedf991dd0f3f,67,70,2,9,True
entropy_bin_equal,shuffled_primes,14010,16,2,False,-1,eb06cb9e7e666f6af35d7a8a109ad8740efabd665750f8ec743c095184446b8c,44,50,2,3,True
ordered_consecutive_tensor_atoms,shuffled_primes,14010,16,2,False,-1,e49f83a59186f55521fabaa4520c7c2c4e34488a055e4ce5e0c148a7db0ea438,41,47,2,2,True
consecutive_run_2,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14010,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14011,16,2,False,-1,2d17ea1628396b361456a9125c8e1b8e1b6eb92814acbff1b8582291b310cf63,73,75,2,15,True
factor_depth_sum,shuffled_primes,14011,16,2,False,-1,2d17ea1628396b361456a9125c8e1b8e1b6eb92814acbff1b8582291b310cf63,73,75,2,15,True
indecomposable_pair,shuffled_primes,14011,16,2,False,-1,2d17ea1628396b361456a9125c8e1b8e1b6eb92814acbff1b8582291b310cf63,73,75,2,15,True
factor_depth_equal,shuffled_primes,14011,16,2,False,-1,2d17ea1628396b361456a9125c8e1b8e1b6eb92814acbff1b8582291b310cf63,73,75,2,15,True
distinct_depth_equal,shuffled_primes,14011,16,2,False,-1,2d17ea1628396b361456a9125c8e1b8e1b6eb92814acbff1b8582291b310cf63,73,75,2,15,True
tensor_coprime,shuffled_primes,14011,16,2,False,-1,2d17ea1628396b361456a9125c8e1b8e1b6eb92814acbff1b8582291b310cf63,73,75,2,15,True
v2_equal,shuffled_primes,14011,16,2,False,-1,f102dbdecd62e16474358651bcbdba688f090930da13d6832d29cd98883502de,72,75,2,13,True
v2_parity_equal,shuffled_primes,14011,16,2,False,-1,f102dbdecd62e16474358651bcbdba688f090930da13d6832d29cd98883502de,72,75,2,13,True
entropy_increasing,shuffled_primes,14011,16,2,False,-1,c8909ca170d295c5327b1fb100875c8cd563fa2af0b9081924e6fbf3e50df15d,63,66,2,7,True
entropy_bin_equal,shuffled_primes,14011,16,2,False,-1,7e2b3a1466835b7fa95ad2ae92c826dce6a9619cc684c6e9152482c5bb768331,44,52,2,2,True
ordered_consecutive_tensor_atoms,shuffled_primes,14011,16,2,False,-1,c8f577e1fd2069aea092610a992a44335adc31710170c01348c74775460375d0,37,44,2,1,True
consecutive_run_2,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14011,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14012,16,2,False,-1,68249b15b8a0787f8995b83715986e2207be92d2787c1442867e46c3761adf5c,75,77,2,15,True
factor_depth_sum,shuffled_primes,14012,16,2,False,-1,68249b15b8a0787f8995b83715986e2207be92d2787c1442867e46c3761adf5c,75,77,2,15,True
indecomposable_pair,shuffled_primes,14012,16,2,False,-1,68249b15b8a0787f8995b83715986e2207be92d2787c1442867e46c3761adf5c,75,77,2,15,True
factor_depth_equal,shuffled_primes,14012,16,2,False,-1,68249b15b8a0787f8995b83715986e2207be92d2787c1442867e46c3761adf5c,75,77,2,15,True
distinct_depth_equal,shuffled_primes,14012,16,2,False,-1,68249b15b8a0787f8995b83715986e2207be92d2787c1442867e46c3761adf5c,75,77,2,15,True
tensor_coprime,shuffled_primes,14012,16,2,False,-1,68249b15b8a0787f8995b83715986e2207be92d2787c1442867e46c3761adf5c,75,77,2,15,True
v2_equal,shuffled_primes,14012,16,2,False,-1,a1f25bad26fbd2cfd3af2ac10d9d875bb555e1918fc6af66d2c5430603353a69,74,77,2,13,True
v2_parity_equal,shuffled_primes,14012,16,2,False,-1,a1f25bad26fbd2cfd3af2ac10d9d875bb555e1918fc6af66d2c5430603353a69,74,77,2,13,True
entropy_increasing,shuffled_primes,14012,16,2,False,-1,7eb0204d8a410d64b484feea0849c5972e9abbfbbdfd0ec9a33e866728e13e17,69,72,2,8,True
entropy_bin_equal,shuffled_primes,14012,16,2,False,-1,8d4bb802cbc4d561df8874fe8befedfa5cd291b18e8b1625586cfcf0fd8c9d6d,51,56,2,4,True
ordered_consecutive_tensor_atoms,shuffled_primes,14012,16,2,False,-1,21bb87bd4289c5564515671e9bf43a9e87990c7f52bc70764a73584f4276f4fe,44,49,2,2,True
consecutive_run_2,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14012,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14013,16,2,False,-1,66411be4c9b548ae032bf581a4288213259a05671ac09d5c30efffce8fed34af,72,74,2,15,True
factor_depth_sum,shuffled_primes,14013,16,2,False,-1,66411be4c9b548ae032bf581a4288213259a05671ac09d5c30efffce8fed34af,72,74,2,15,True
indecomposable_pair,shuffled_primes,14013,16,2,False,-1,66411be4c9b548ae032bf581a4288213259a05671ac09d5c30efffce8fed34af,72,74,2,15,True
factor_depth_equal,shuffled_primes,14013,16,2,False,-1,66411be4c9b548ae032bf581a4288213259a05671ac09d5c30efffce8fed34af,72,74,2,15,True
distinct_depth_equal,shuffled_primes,14013,16,2,False,-1,66411be4c9b548ae032bf581a4288213259a05671ac09d5c30efffce8fed34af,72,74,2,15,True
tensor_coprime,shuffled_primes,14013,16,2,False,-1,66411be4c9b548ae032bf581a4288213259a05671ac09d5c30efffce8fed34af,72,74,2,15,True
v2_equal,shuffled_primes,14013,16,2,False,-1,75b5180bafcdad0b121e84e8ed6dcd1d10bb6fd6f20a7b9ac20dd760e7687889,70,73,2,13,True
v2_parity_equal,shuffled_primes,14013,16,2,False,-1,75b5180bafcdad0b121e84e8ed6dcd1d10bb6fd6f20a7b9ac20dd760e7687889,70,73,2,13,True
entropy_increasing,shuffled_primes,14013,16,2,False,-1,b19b2f086a8276c2d13658fddd3b9e3c712c9814e14363f33ac254110a3c13cf,66,69,2,8,True
entropy_bin_equal,shuffled_primes,14013,16,2,False,-1,02170944f99e68c93a9a9b370835c8f94f0501cd3939710239f2d4ea668367df,42,48,2,2,True
ordered_consecutive_tensor_atoms,shuffled_primes,14013,16,2,False,-1,e01890fec09d699960ca2b96de0b226899bdac8d8a068ee6ccdf9b2a29bcaf17,35,41,2,1,True
consecutive_run_2,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14013,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14014,16,2,False,-1,01dafc66b76a75544688e41f0de53116b7c9e9981820e1f6f9dcbb6b73d83af1,71,74,2,15,True
factor_depth_sum,shuffled_primes,14014,16,2,False,-1,01dafc66b76a75544688e41f0de53116b7c9e9981820e1f6f9dcbb6b73d83af1,71,74,2,15,True
indecomposable_pair,shuffled_primes,14014,16,2,False,-1,01dafc66b76a75544688e41f0de53116b7c9e9981820e1f6f9dcbb6b73d83af1,71,74,2,15,True
factor_depth_equal,shuffled_primes,14014,16,2,False,-1,01dafc66b76a75544688e41f0de53116b7c9e9981820e1f6f9dcbb6b73d83af1,71,74,2,15,True
distinct_depth_equal,shuffled_primes,14014,16,2,False,-1,01dafc66b76a75544688e41f0de53116b7c9e9981820e1f6f9dcbb6b73d83af1,71,74,2,15,True
tensor_coprime,shuffled_primes,14014,16,2,False,-1,01dafc66b76a75544688e41f0de53116b7c9e9981820e1f6f9dcbb6b73d83af1,71,74,2,15,True
v2_equal,shuffled_primes,14014,16,2,False,-1,46a9a9bc9c990b519f631bda1572c8ad3fe97005508804eea1f5e82df7c5aeef,70,74,2,13,True
v2_parity_equal,shuffled_primes,14014,16,2,False,-1,46a9a9bc9c990b519f631bda1572c8ad3fe97005508804eea1f5e82df7c5aeef,70,74,2,13,True
entropy_increasing,shuffled_primes,14014,16,2,False,-1,95ff335856b1cd0d3a7071d894abdbd5016cc4037486e25870cd1dd38cbb344d,58,61,2,6,True
entropy_bin_equal,shuffled_primes,14014,16,2,False,-1,ec1637fe2a058ba4127e8b529649fdf5c18a635c93fa660736153251e6b70a81,59,62,2,5,True
ordered_consecutive_tensor_atoms,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14014,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,shuffled_primes,14015,16,2,False,-1,f6c366381911ae5f9019b9503666645d0529aed77985397026c8ffa40f838f6b,69,72,2,15,True
factor_depth_sum,shuffled_primes,14015,16,2,False,-1,f6c366381911ae5f9019b9503666645d0529aed77985397026c8ffa40f838f6b,69,72,2,15,True
indecomposable_pair,shuffled_primes,14015,16,2,False,-1,f6c366381911ae5f9019b9503666645d0529aed77985397026c8ffa40f838f6b,69,72,2,15,True
factor_depth_equal,shuffled_primes,14015,16,2,False,-1,f6c366381911ae5f9019b9503666645d0529aed77985397026c8ffa40f838f6b,69,72,2,15,True
distinct_depth_equal,shuffled_primes,14015,16,2,False,-1,f6c366381911ae5f9019b9503666645d0529aed77985397026c8ffa40f838f6b,69,72,2,15,True
tensor_coprime,shuffled_primes,14015,16,2,False,-1,f6c366381911ae5f9019b9503666645d0529aed77985397026c8ffa40f838f6b,69,72,2,15,True
v2_equal,shuffled_primes,14015,16,2,False,-1,823dfae0013503d55f57929462f7065cbf6001995e230e35557ea325de92abe8,69,72,2,14,True
v2_parity_equal,shuffled_primes,14015,16,2,False,-1,823dfae0013503d55f57929462f7065cbf6001995e230e35557ea325de92abe8,69,72,2,14,True
entropy_increasing,shuffled_primes,14015,16,2,False,-1,a3d8975834d5bfdb1ec5ac7605d8b22e3fb8d1a97bc79ec931673208ed4ce601,63,66,2,7,True
entropy_bin_equal,shuffled_primes,14015,16,2,False,-1,1b2ce17fda9b6f00d07c46eb5361b954d02631b6252f70d24b3001a22ad03625,43,49,2,2,True
ordered_consecutive_tensor_atoms,shuffled_primes,14015,16,2,False,-1,cad4ec40b327ec7a26d151ab5bb399a2abf6af478eb86b276ff19b2100751140,43,49,2,2,True
consecutive_run_2,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_4,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_5,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_6,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_7,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_8,shuffled_primes,14015,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
constant,random_increasing,14100,16,2,False,-1,b9e156840a5e139f9909bcd1e2d24bbfee16314de032f221c5670904ea6386d2,96,102,2,15,True
factor_depth_sum,random_increasing,14100,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
indecomposable_pair,random_increasing,14100,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
factor_depth_equal,random_increasing,14100,16,2,False,-1,12d9bd33a400d6084600ee802e52afcfe8290bf98e22225e0c03987aff0e2fce,86,93,2,8,True
distinct_depth_equal,random_increasing,14100,16,2,False,-1,f8bb136dd3c0252cc5d52122bb204d4c49ab7065dd30461fc84dae28d1c0c149,91,97,2,12,True
tensor_coprime,random_increasing,14100,16,2,False,-1,7bb0cf78a2c780efb712b3304035e645b4cd99b7557ae7b6c9663608e6fe4437,95,102,2,10,True
v2_equal,random_increasing,14100,16,2,False,-1,041a7bbfc08b8586e9463b242575102c19232e71a83996c92604f33b999b1f20,69,78,2,3,True
v2_parity_equal,random_increasing,14100,16,2,False,-1,2cec458b6a48002e0f7965c47ad4a3c47ec1c9aa8d9889b9f10cdf1f4c21e4d7,79,85,2,6,True
entropy_increasing,random_increasing,14100,16,2,False,-1,b9e156840a5e139f9909bcd1e2d24bbfee16314de032f221c5670904ea6386d2,96,102,2,15,True
entropy_bin_equal,random_increasing,14100,16,2,False,-1,6c9f477ca99ab01cb08ea8260b440511b3fcc970443545d17b11b2ed37db3b61,92,99,2,12,True
ordered_consecutive_tensor_atoms,random_increasing,14100,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_2,random_increasing,14100,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
consecutive_run_3,random_increasing,14100,16,2,True,0,a93875fe509ac2fae0e0939d3ec71c4d978244c7398dd7185ca68c393426a5a6,1,1,3,0,True
