n,final_residue,accepts,independent_prime_audit,cycle_length_if_accepted,residue_path_sha256
263,262,1,1,262,89377f2437e242c5fd31ba9f9f0d470a27b2d2a25faadff910defac522f6afe6
264,0,0,0,0,1be30221af35bd9380b4a97252ab20ca7eb253115d85446d85cc74b3166b72ad
265,0,0,0,0,7ee21aff2161c12cc57910c92f12837961c14416ba62b5ff46c4f65643c65688
266,0,0,0,0,d2fa726d70891dc39869afb76eb0d814653ca260044a4a22634d36faa4e28a22
267,0,0,0,0,1349fc7ff7a36f83f76059031974b3ae35265138a10c8d7ce51db3bfc73622a2
268,0,0,0,0,08f3cb191557372c271694b2beb7bf36d54a7401a352b7482f405018dc81d636
269,268,1,1,268,9506378a2944adc4c1719f0f41f57424fae6c855a5c1e63f13f735f2981b5a6d
270,0,0,0,0,29db165c7ed6ffaf783df8bff2bb4e7d4ffba80af4b550e85394e11f3648e18c
271,270,1,1,270,d56a601bc240f60c464e0edb440f6350864babd9e4c125de28c89d6e65c2f592
272,0,0,0,0,77ccceb020e890c6286f895987b65af09a54a75d1de08d61e4ff7ec395367950
273,0,0,0,0,711ff34374b15c2c3f698d03a5e1da1bbeb1c7ef24867773f10ed8d9a3165d3f
274,0,0,0,0,04e63fd4dd7aa0f1cef793820f8dda5835fdbce3c633fb46d7c11834c0e9d9a3
275,0,0,0,0,128007e656b970fbb736a2e20461c3143b335a4b1e76d91ee9d058109cb9c1ce
276,0,0,0,0,170c0d5616d4ae143bf6f383baff4e571427236ac5ebf401e2e49e3caa793d12
277,276,1,1,276,7e3b0048c1816061816a945ffdf8b55e93160265391d1cb9edac33783efa921d
278,0,0,0,0,cd95225c4b98095ffe17e8e7e6b09d2dee0cdf828711a7a6c1618cc1e4086723
279,0,0,0,0,6fc1fde88476abe86425c379a3f7660e9ad3249e3ba2302390bab2035512c9de
280,0,0,0,0,f2e48ff239b738ca4ed2a24aa1ac9d5b836d7435c91edcc110b62358b4d197ee
281,280,1,1,280,2498f5fd63a127e304cf68d716e8a3bcbabde9bd6a949813e6d999b161aba48d
282,0,0,0,0,175334989492b503ed3d03ebb40653e8beee8038f18c0c6404d54846c3c33a47
283,282,1,1,282,4d072abd5314ef7a4cdc22074171f8a8f2f1a3c1ea0970807ff39fc8aff62191
284,0,0,0,0,7bbbe59d40ab29db1bd49742eaff187726bfaefc6ca12b4403d71eda89859dc2
285,0,0,0,0,327ec9a7d55c1342fa4794b82f5580ac34700de372c972829b7eb95cf54c85cd
286,0,0,0,0,2d8ad10ba52925a6822ff791ef63dd2bdf679d8c703652947f6d8d18a52e90af
287,0,0,0,0,49ae6d669b2c589ac683f24b9e82092ee687dba3a5110efa3d48229d80e2e061
288,0,0,0,0,e1cbb379641346cb92a1fe95445f90c53d7a8839ad9f68d3d9d6c2a8f7723549
289,0,0,0,0,5f3fb29c6b3a12ae2d769ee01477c7568375cc36281114440a06ca4339d16a7e
290,0,0,0,0,fbe0f59124abc8c9f8db3e70a684100ac59846c6fb0ecb34c975feee42a87328
291,0,0,0,0,86bade6c03ef2b01edca441dfb2393b580181b61a18043ec9ca81a9da69831e6
292,0,0,0,0,61606ba38d5014968c3e51b7ea28819d6eb9ae4d7f30e2bf955b3f654c939256
293,292,1,1,292,26cfbe43b4b7418b9a8b6157200d15cd688aafcd12cbc0e0eef9bb4fac1de2e4
294,0,0,0,0,cd78390bb28cd926729bcd2e3905c49cc81d933b0fb811b0ad8c681642c83d87
295,0,0,0,0,b9905a1f0a9d5320b971b5a6d942ff2891a6998a5025ac347b56bdaf4840d39a
296,0,0,0,0,589ed580f94d7919233e0f75eaeb02b92b58451c4c3586c31823db56f3cced23
297,0,0,0,0,d26182910ad933dc54f2b5a2ebf56152b93623d8f51676ea9f46e6191fb7724b
298,0,0,0,0,76400fed39a872f7c356567796201a7f435d848a67604ce2537a22bb27f7f919
299,0,0,0,0,cc840bc1bca6ebcb7bf34f4432fbe3607a27c4630fc57da73b7df51950045298
300,0,0,0,0,c399d489db8a7ee3b6a59949a27dca80633ee480f62b1c21fc67577a4e28a474
301,0,0,0,0,929b550d45c444d873fb57b350114eef8797e415170ce14a68bb2d17f238a162
302,0,0,0,0,c1dbf2d7b827fafb00eb14af20790ee106ed2487f28db3fc198ebab215215693
303,0,0,0,0,295ad9170e6f1cf1ed9d0958071dce5a7f688cd620c8eed301530c473a3b6f5a
304,0,0,0,0,692bd952c4acfba3a911a91943be9aed18bfa51a2d779096207e64ff71b5773d
305,0,0,0,0,89c769fa089b7bfad70355f459f405dc15b9b7d33339d3787f7b84be3ac78dfd
306,0,0,0,0,4a78cbcf6a05971aa83472653ce049912c18f7386c63bfa57fae2e5ef646aab8
307,306,1,1,306,6e5c78d111095b22cb55c7f01ba905560af969699a7175d6111e3c10569f7b64
308,0,0,0,0,1748c1a3ef114e958814765702a287136c545a879216a2f7c6530cc6be17eafe
309,0,0,0,0,fa5dd1e59f8b9b4f36e111324eab215c473b16214d8117fad7690077dada9bcb
310,0,0,0,0,8141eb73d18b497a8605679c8b684644a66ed638b20a2278e99a14bbc0fb04ed
311,310,1,1,310,6f1c69df1a55592e9a31c05bc20845650711e8cd86f96624a65dd5e59629bc81
312,0,0,0,0,e51c54d18e2263abba0c9019a0ad56de14a47cf94b1b3b7723a5718ecf196bba
313,312,1,1,312,b175470e7137a4056736bc25cb2706af21edb1879da4ab07da36d37331758a7a
314,0,0,0,0,6ec3fc4488328b22b9c18c26d5d0b6c3c3dd445c64cfcb568be957a4ae83b8c9
315,0,0,0,0,a76ce4079524b6c109505696bc2b9414238da58b5ea8265d10e0e530647ca968
316,0,0,0,0,8b2ddf993af0e4ebf95f8df007c779b46c63d6e54420c5c7720aa357d3b4603c
317,316,1,1,316,0826205300813c7b1d66eb442487d8165f0e906038924a26ff120e4568f573cb
318,0,0,0,0,0ee3c5665d37640fef8ea388f6beb43db57cfb72c0b28dea4a019696fe0d8dc6
319,0,0,0,0,12f197b97fb2256dd65936444c3ae6f35eec17fabda0d485f0ce6ae36e164e87
320,0,0,0,0,b84aff07cbd4393ad6e10540e3f7324219ccfe24fe551435eae2baa9e21e9a38
321,0,0,0,0,f339281c64f734cb2534e79efe6e26bebccf38205be3876b39e3a21a80e343ef
322,0,0,0,0,2b9d8f2b72aabf6cf417e5577a100a004b5a2825a2199794c694d7cf35d73bf1
323,0,0,0,0,8c6421196047fb70bd3f52bd9c006f7a635f961c6f3e051f9e72ac1edb99d4a9
324,0,0,0,0,c73bdd5c9b291a2653b0e253b3e6e14452a38e469045468dbc1f829632c6835a
325,0,0,0,0,879903d49fb94924e52d2ab5e248d462983d5076102fe453ab43e11bce3a2e07
326,0,0,0,0,e8e4e625b1c2179e4d595bdf1b2142a957f70677862664072162e42edc50d496
327,0,0,0,0,197848304f34105e5ae0b865263e531f0a9b4a756ea9d5a240a3d84330c1b893
328,0,0,0,0,e60552acf745fb3a013acaea63520046e8629195f2cadee9d096046c34f60bd6
329,0,0,0,0,acf88d46198a545f46db4d71396a1868a1728f2ce502641bfa94c501e5edf1a9
330,0,0,0,0,47d02827060bcbfc3251b6c05dff225f374ef66908481606ad138973d8303e36
331,330,1,1,330,2f3cb3fa04de0b27ac325ddf4b0467ef803c8771b2eb69fd8f96a2af6c05e5a6
332,0,0,0,0,54bcd7aae3e208f3e4b0a9aeae8e31eb3e47fb96f7cc4dd55c511c55884a7269
333,0,0,0,0,f1f2a7981de57f89d5b0ed7905401d0b516b3a41de641609ec355bce182be5f6
334,0,0,0,0,47d2ada191f5ce9c41db10012707e7ab30fb42fb1492d1cd08cc5e563a320ea5
335,0,0,0,0,fea5359b483634425582f9d72a817e22a3ad1222a933eb8441c4e89ecb0b2769
336,0,0,0,0,91ae18ff03417b167f877783b052b434ce2611db0ce323ffd37b10b3c7e9723b
337,336,1,1,336,a1217de896ca7b5aa21d2d3628e54e5ca33814e6984a7ae2b040a371faccfd1c
338,0,0,0,0,9b5ded8d9fa65f73345e4e651eb3cbc1fc16b7873e0bc8d271b9c70452f89aa3
339,0,0,0,0,510dc67c44b6249da5120b5748b842a97f87e5feac39a161893f2f97f31c9ad7
340,0,0,0,0,01f1c33eef055af2ef55e888eb02fe4387cf9081810a71b956dca6921f7f582d
341,0,0,0,0,a37a366c82bd3eba904a71b996c540c33cff9083b9ec43a237b3bf119b8ba095
342,0,0,0,0,787938b95c85d2ebe7fe866713ee9e3b9f53fbd07c69c3bef5b9b1a86c8060b6
343,0,0,0,0,64e3e7e95c5e2dc80feffa4709799da03d5acafedcbac7a381c24252b6a3d5d3
344,0,0,0,0,5f1fda95550cce0183b0a7dcf39e2b01fc47c2159ee30af23ecf88dac61a08ef
345,0,0,0,0,0bdbc1b724cac90082ad18583e5d73a3998464cf67b319f9c7686acf5c8fd0b9
346,0,0,0,0,c2408f819554192c435becf9f014f1e56d24205bb588e18ccaa5ed8bf8cdbc99
347,346,1,1,346,c4bc08471783377f8310ea0684723243cbad180a59d41a29ad47ad94d540e9e8
348,0,0,0,0,15b10f73874e06a8bdc7b517ed0b242e503021c55bae113c870d4511ee79d62a
349,348,1,1,348,e43b8a4e490116a6c23a8c43e95503c0bdcabb337b27a6985b46ab1acacb59ff
350,0,0,0,0,b40b5afdda5e3bc3df90801940a9211bc7bd169c8629c1d6d0ab21df66f9176a
351,0,0,0,0,5b431d95bfbba43a26071559a0e54deccd962f37dae44d178b96cc2acbef778a
352,0,0,0,0,def2908af751b7f18146de146894d9e2d5bb81ae1bc248e1a675e77d76dcbb83
353,352,1,1,352,328c0f352e35292dd68012ae46832267b6f96277c7e258b9aae7d56d22c063e4
354,0,0,0,0,5760ba88d66f7cc711a054e9fd7adbb9cbe9dfec444bc00f8e79dbd0aea4ffa9
355,0,0,0,0,3bceec8cf2c53f853b22bbd4963e1067984b07b22594c5016baf58ec96e0d5d9
356,0,0,0,0,54e7f24a64710c8b36a3f7baf46717b0784534efc72e0dafe7b73d42bfc0f966
357,0,0,0,0,62414745cd8c25e18bc89f0461a9bdaac2886c62f8837d19911e9ab5ba21fd77
358,0,0,0,0,ccee98e0c63c2432e0dc85fd53832eb204ebf1b300b16c52d9b4c9b2a306a654
359,358,1,1,358,66a68b309c9e153b2688b9b6f73ec0c07d0e13db4f83a8d66b6fb0238bcefdf6
360,0,0,0,0,9da4f47ed971e2591d1e17d6185b3951389869af80bfe397bf3b55d0ad52db31
361,0,0,0,0,c9ff2cfb655020d1c421a2764085016c74b87a1e572a3b7f10e7c6765314aa23
362,0,0,0,0,5e9ffe27093673a8842a8ca0dc36318ed4ad43288b19fbfbddaf400e2ca86d99
363,0,0,0,0,631f603af75b2a39603c77969dc3d6b2896f7811d697311ff06361a9ff239436
364,0,0,0,0,828fcaddddb2d35c8b6f4f49202303f8c92976cd67621e0ec30f5c8c2aaa8c65
365,0,0,0,0,af1f8af4b8d17674e7726b7c54b14d0391bd1104319ddd041759b2a5514d63a7
366,0,0,0,0,213e29641c6ba056c829749538d8dd9ec9a1b172b2a44121628e379907527414
367,366,1,1,366,33115a4d236ddb0cc5370daaf1edd29aea95a9ade7a75c5dfe2fe12cfc9d6964
368,0,0,0,0,fc503675f67b42ce8478cf1966bce583b319103dc0436adf20c79d97a05d0a04
369,0,0,0,0,9762627a9ae85b473ed53b3864bd1b6724ad82286a77f2da1e3f8b8451954d5e
370,0,0,0,0,a95b8e2e8f521bd8e0c8835230c42639da5bf71f082e18baced5c022337ddc38
371,0,0,0,0,e9d1dc1d76637f30c2b89b37c5556646757bf4138a3b39313109de1024f8fe4b
372,0,0,0,0,048063396f4ebaca4b9b33522178e21c4d74eb46500186a31821c7a2651077c8
373,372,1,1,372,ddf751c876bf633f180af7394b94a4f3ee446be51f871ff39b2e4dd8e58a6396
374,0,0,0,0,643d13d8c64314cf50a7e1ee11e7ab1beba0f5395767ddfa7315d7a36a1c1064
375,0,0,0,0,9b2e5e715c50a48f5235835ffd7c67bf24fd836e27eb5d122496bf9a7e5bbd84
376,0,0,0,0,ea5964519023351cc2d11d40f94372dd1913c69f4e595493d435c05ee9460f07
377,0,0,0,0,f050f039c28237cd7a6599742cc79cf5f844973c73b5416a2504a43793083980
378,0,0,0,0,8daabeffcf18abeed4a9ee92c387ec7a4e8f3cbe0c50776c2e8ef28740187861
379,378,1,1,378,81d983ec3bce811c23cdc5ba4cf95c18ca4b4d5a1f63fe85bee38e7a359dc838
380,0,0,0,0,54587f22a7e834fb45ff937db95d5da33606bdad5e949993578a0ff22602d97a
381,0,0,0,0,9c2253ddb7b6a379e667031b05bf671778e11a4ea25babfe6e3e2f52e374be61
382,0,0,0,0,8cfb75886f09b72ce30fd38a89b74eb1cb0a60b880cb729acdc578e057ea5f85
383,382,1,1,382,58fb257320a8cdbfa24516b95aa334bc2fbe1af9a8e464f863acf0fe8f58272b
384,0,0,0,0,497728fee26ee34cde2b7d28d09a55e44bdca30b35252670d7bb42f0953d0eba
385,0,0,0,0,e65044f82d85d5b1c0a645ce6e44979b840a7d897ca149e652552717c14a9fda
386,0,0,0,0,034c12eb14220ac95469a022190309fadd4474772ca0a9efe68359c6e45cd1c3
387,0,0,0,0,de63247bd6e869ee5d2b390e77070ca58e2f263c93313bca5bff0a26168c61a4
388,0,0,0,0,fe4aceb71c26eb477fb0457c1ae8906258a7a870b39a8c08274bfca506fa648b
389,388,1,1,388,f2630a29e4c51088e34448154e6cc92d04556462ce9de7be66b0dd96526d09ae
390,0,0,0,0,0e24b0ebca3560d2e17aa7c8bc11a052ea1dd47547b2b4f82a2e7edb4d912bf4
391,0,0,0,0,f76b820a236f64ff25191764c916aa6afe8d678806afebaa5ec3e4db452f36ad
392,0,0,0,0,f5ab9252e3786341cc24fb409f6d442e19b0416243bbb696ffeef035ace2b918
393,0,0,0,0,df4e771b4f5e7bdc4c4990e1c893b7f6971e91d823b6e5d2b0029a193fe78da2
394,0,0,0,0,7a79ed14b0390a9e01143acee16a132d128ff676d62cb3d92a18b0ef9c32783b
395,0,0,0,0,a1388f452dca16668034ce051066d36dc688060c228d8eba577e188ea8c446b4
396,0,0,0,0,9559815141b7979d89fe8c3ea714c15a1f52fc03cbe10e404c1f0a43ad602c78
397,396,1,1,396,6ce519d7c8415d52bd319a90fbe24ebb335c11dfa6ca667d7e1550f9486cfae0
398,0,0,0,0,8c061cf96f08624a9f4646bb9a2aa6b39f055ee846a78a5096f35770216ced13
399,0,0,0,0,0a3ca79ac66afc308cddea2c0b13e68d755405ecdc61f59529aa5a1cb1e93b12
400,0,0,0,0,8e9d0e8ab79a996d3a0b8af7b14cf83713ec56371a7d7c65efbc106ba39c5fdc
401,400,1,1,400,1f4c7662c4bc46b389d31e61e3dab0aba219ec215edc946bc83ffc12592427ee
402,0,0,0,0,ca7aab37ce9c2f6272a64c2f021d375516f3a7780c670a3bf71b1e700c3ea0e7
403,0,0,0,0,2ad5b22a2ed755f3a587cbd37726deef83da4753c79855753c09cdb1ca403326
404,0,0,0,0,86b81ea2612b6332ade923a6e8b2041caf1314845ae9be71396bf62021b6ff29
405,0,0,0,0,2af0ef87c336ccbe763e31dbc5b2045679c73f1dec816115edf242bb2b5a97bd
406,0,0,0,0,15762880aba4046e8652534f36ceda521f1e2ddfbe8ff5b06d9a7e286b7ca493
407,0,0,0,0,1e43a5fdc3077ad10be8f6ba115ead0e721ac6f1181d98021c0ab0d14df7b2f7
408,0,0,0,0,7eb8685d7025465db94854365c198a672dbac067a859be629793681f0fc0ce6a
409,408,1,1,408,74c7fc18ef06cddaaf6995b99d2fa68b3c632d58c026918a9c5f374ab5a4b8bf
410,0,0,0,0,52023f7ac1b0d415c388c1c47772780b4aa3a29a79fb03622fa81f0c952805a4
411,0,0,0,0,5b188d4e790119698ee4d4277766edf37cccbbdd088c9b73f952d038320c9c21
412,0,0,0,0,4ec8d4dd084b84ac9b41d47024b3b98d8f831f4e8b8b19e9227bb265c9c3cf03
413,0,0,0,0,6a5949b6e3358807e9f76bfd081af688b179a61ffdf619b4cb918c6286417bb7
414,0,0,0,0,335ca8cd9b1a36116bd93cc3dd97305304483fff6bb2d5c7919c9854dada76cd
415,0,0,0,0,f09605b8d01ce9f7185dfa031e41c888525ec7cb8c3e5f252b109c1cf835f3bf
416,0,0,0,0,853a687581b0e80b3977c060032b00d58133c201e61f49cbd9ab52e96dc8e94d
417,0,0,0,0,37283eba9ecda0b6e3e34b9d8cea082d043f876cbe54e101f6296b06006b7905
418,0,0,0,0,0daab27fa668e372b3d055052d13c12e53690e18318ca3aba5eb39daade7c4d1
419,418,1,1,418,9cad56f0c3739ecdffa28090931d8e4707afa0fe9bdd225153e4c0f7222523c0
420,0,0,0,0,8d936ca5ca2750e770713cc10c653a09c8e71ceee50bc59cb739e99406eadaa9
421,420,1,1,420,4d170d1b7e5e6619a8bb0ca26daf1bd7554a09b27dee084ec44a5526387b9f57
422,0,0,0,0,ae89d9f3a3a496893301e15b32e171894e03590213bb51ece91980088b685bb0
423,0,0,0,0,d1e77a8ec06ffb51a1750873698b74b71ad2582554d932919b7eb5000ad25902
424,0,0,0,0,45424ed323efdeb43baadcc1b08e9a05647de5bc9d4be7358368c51d92f5fada
425,0,0,0,0,d7dba992fe8579178b52911f7ef12f875ee462d740338f915385d280719f992e
426,0,0,0,0,ba3d5ccb102ea7bd321db9451752ee0239552fe359ffc4ea2383b2eb72c68e7a
427,0,0,0,0,2ff5a298bbce002853cae0ef5ceec36c41600197cfb3a7d8a1014b612adc795e
428,0,0,0,0,b5515fcd9efd8bfdaa34cfd62d00ed5adc21ca12d4bc0178c21610619ffd1de6
429,0,0,0,0,ed6a2f7385bc0beb4d43c908833bb4a4dbf44abc533cf8d98741bcb664e8b68f
430,0,0,0,0,3da5a8fab24e83f49c4023f1098174eb83a1004264982e3667a92806c91a3653
431,430,1,1,430,70f97f5c2b93fa6b1b1107c2fa580910c726a39a6146d4c9e99b8617aceede21
432,0,0,0,0,9d4a48f4319e0a2070dd827e9e92dfa6139045ffc352e301b7310d6ba7a21198
433,432,1,1,432,237a48d6d8c1c91a685124be51bb168021d52aac0b5f8e3d1f72864c5143fd2d
434,0,0,0,0,905d4fed9ef8add28d78b627bf9a8fa3694110e02d6ecce9d51db29037ad08b8
435,0,0,0,0,ba6029cf94f1dafd72758bbd27e65ee5611f07045f54ee3a2982833ad95b48c0
436,0,0,0,0,7860780874b6f1dd7222da7075bc754595efc0e1b6f294adce113503dfca3d73
437,0,0,0,0,bc9580805e1f78c71fe445f07f9254f0d5f0f2bb0ef389a6e12ca828b6c361a5
438,0,0,0,0,9939ee020f83e1388659dfe1ea5ad7bd2b8af9fb193925953de18b6ccb052ecd
439,438,1,1,438,4c1929ab6cc1f45d14d2143ae3f6d88e8e4ab0b62498dea3698b23e01c02bd4b
440,0,0,0,0,7594146fd1b254743bdbbfe177babf863cd6065a290fc5a431b68bcbb244c2b8
441,0,0,0,0,b3085d79f3bb51bd6a655ccda21721dba3b75c09754f6b102292c513975280e6
442,0,0,0,0,89f3d461356c4289dae08a2a7320344ae03a4c90cafe651cd37f81e3366cfbf7
443,442,1,1,442,3c4e74db25e032633fc8ad4bb06bdc2c2be4aa789be46f0e90b5de6cd5a43efe
444,0,0,0,0,897673c0eae1818389b96fe8f0fd9e1ab2daa9525bc42c104dfd614d329dacc9
445,0,0,0,0,ad1822c69f9f13846bdd50641332090036a3b48c3355e2ef3731f11aaa0119c0
446,0,0,0,0,4d9cee43104dc802f13e84e3615a03f289a2d52182c8de13f4ab865f2243fd50
447,0,0,0,0,e56fe5a46f94931f93e69bc5bcbda8cc73c3623d5327e17aeaa1b9ec73e14ae5
448,0,0,0,0,e06589919f74e544a22e337ee577b55d7757c07129e184c070e824f3ad4a89fb
449,448,1,1,448,7a43bd6fca1cf2aa765ffe8f896e5a1ebafbcabf617aa57dc9cc612d1614ebc7
450,0,0,0,0,012528417fa6454335d42ba5147a9e05d03dcec86a1656746e380c73d21a25b5
451,0,0,0,0,8aa0869dabac4521a7505dcf00ff4809aa19532e6c39129f43293200f1faba93
452,0,0,0,0,62452f8e0ac7b864d70fa213123ab4b190db14fdd856d95d1d980be7edc8bef9
453,0,0,0,0,f2519dc41715f673156a5e1018806b9f3fe5e5c1060dddcf78dbabb722d65ba5
454,0,0,0,0,029f8c57e795abc9dd0e316af73ecc9a7e4b994b60adcad55562d78cbb298f99
455,0,0,0,0,3793ab064641f38ac16bca4165cc9bb73a6cd369dd49b826afc9414d2d0f2d95
456,0,0,0,0,1128d8b256dae7251503ad9e99accfb6c6ecdf0bc0adf739127e498f62db5bb1
457,456,1,1,456,b0bc33fe4cc1f5c7a2f8177d6f2605515384381f30339715e2ebdb18e43c6aec
458,0,0,0,0,9b2e800ac3c9da62aeb1a660b331adc77946a6a52e39df6d6dabded34a01eb09
459,0,0,0,0,36e678febce3aacb74648f5a6a5e569ba2d6613121e6fb2a3b4cd2e1db098c5c
460,0,0,0,0,9e0c3648ff61f5973adef2190379e9eb0a0ca8662aca61ddf1a60f5d8babf1d9
461,460,1,1,460,b04c050a1697361bac2c3fd906a7c21c0ea4da3eeb1a3c0d0dc4b208ffb5fb9a
462,0,0,0,0,01bd338185358a7d1a3623236b617fb027f54296cff54c393801dad037b81c59
463,462,1,1,462,e3b5b3eb0b8d29811167900a65792d306043f01de106a358395e4e5e386df2a6
464,0,0,0,0,317e267f59953729deac2ae460795b3838427d6e02c6437e680e307880b39ca4
465,0,0,0,0,a39e100b5c6e4b271458766d1220b61219c3f1c9d71c3cc6536a11388f6629de
466,0,0,0,0,055da3d2f1be1723277b19ea973439d0da645b4d9e298a42591aabd10f1337ea
467,466,1,1,466,8e2eec43790299ecc141857777d44f22fd675cd338b93654647c015357db3be7
468,0,0,0,0,864ca29259342934233c6575f9dc9e30b482784b81ce99b90a3b87f1265aa3d3
469,0,0,0,0,f33f368ee996f0ebd22cc8e4b4f4acf1c54d7fa1b110d414c3ec6aad700a5594
470,0,0,0,0,3e9926ce2518c68067b80a2c820151e75e40238082a8b82e1bd00f039f6f3b72
471,0,0,0,0,c9406e5dc1e09ce80eca07e2cb7b7fe74c29bb4acfa7cddab80d1eb493082ce3
472,0,0,0,0,891d105fa6553b0d3d2c14788dd3adc386ca0ced4e464d82da9db73566d2a76d
473,0,0,0,0,597b0bfc60ef1768ceb48fecdf6f63629f94b0e61201ab3a4054144076e5b650
474,0,0,0,0,d49e04de7127a6505dd026cf493c74149c1054584157642d981dfe492bf56001
475,0,0,0,0,d06966d248b7a93e48d1f90f00506e9acdc5db5046bd92dac0ab664844bb64ea
476,0,0,0,0,c54a85c3d0ebf6a9a3dfe674943848c1a504b8b1e388756f747a93851bc231b8
477,0,0,0,0,56bba47665c1921afb227aa7b29a2ccc936aefd9e4c702e0d83f9ca53592b4c0
478,0,0,0,0,f066e29db6edaf2ecb6f306c812dda6d4b444a72b67789606b27aa18dc7b8e5f
479,478,1,1,478,62c01e789c6849f37ecd1c81391db816779eac68c862ef9035170a5d590918ca
480,0,0,0,0,40a504add1baa7de20a833a71e5b0b97b4cdad13d257f4c9e5eedafef3c2b13f
481,0,0,0,0,35ed0ff1bde3ae05169165c4e0f6e72e4ecb0b3b8ae2323041fd9d5fbba252fb
482,0,0,0,0,27d14bf9d687bad421ef3d3af5d8816a3bbfd99de0dce7d44064a89b2575eae2
483,0,0,0,0,f7c4da790d207ea6349aedde129b84efb59a81ce55e8ac8e71d21d6339943dc0
484,0,0,0,0,6ea29ede3724f51369b1cc5425b327a83552c26b32128b53ad89c0bd21997777
485,0,0,0,0,cf7c153fb4a22bffb7561f2671c83cb6c0d9deb9cb4de6774630d3b45ac0e56e
486,0,0,0,0,f8ad1fda3bb275f93c01f26611b382febf2293fa42bad18d8b9fff4a1bb4494f
487,486,1,1,486,2ec4c5d4224295eaa77dd526caed55a0396d567ebc4fbb1ad106cdfb46ec959c
488,0,0,0,0,6f7c24f903e511daa8c8f6f298eafebedf4b8d35f5171fbdb03d5cabcd6dafab
489,0,0,0,0,4b752ad471160996c654598d87933767143675ea78ff6f5edaf3ee4631af2428
490,0,0,0,0,5a90a37c011cd28fdf37076bbdcd6a69a57c73e77c4de149a3cf43f327965e7e
491,490,1,1,490,90c769137280fa9c364bc2fc0ecfd45e4b59a74ff8e3b41a4daa150b011f1525
492,0,0,0,0,796d672f268d5ea6671b25b87681a3a2b17fc517ab48bee43dc76182a133951b
493,0,0,0,0,c9fde95f9b7a73fb1cc13d5c32e0e9e04aed7eed27628a01d9dce96cab03d96c
494,0,0,0,0,938eeba564a096c9cb040e651bd4a85a20557b267fab86bf26e2d6a659a1b8f6
495,0,0,0,0,ab427d15caea6a0dd7fd1faf07a08300bd05e178313999bd83ca19eccd77ffaa
496,0,0,0,0,efa185d2004fa2fb3fb7fa537675b3ee423e70b476ff0cab464f040ce16e0481
497,0,0,0,0,b91820bb8449d5b3d746ea6e14e89ecae3ed699c2f87b0f6c167b3f35541494b
498,0,0,0,0,62de65647c5cfdbd44899e72bc0ae399af3c126f5acdb299a40f069581e6d5ed
499,498,1,1,498,9e5c6812fb40928cc87acdb69827c6018106c2277bb1ce5cad0b145f84864d56
500,0,0,0,0,82797d6f202a1380e73ede04bb29a8909f5067ba05bd550281c08bda10143988
501,0,0,0,0,f3b5250c1b848688cebba10bd95c2bba79dff3be9268db73cf05d27e5d44a6e8
502,0,0,0,0,b6ec668eecbf8ae00159544a3aaa0459df291217be1c2ee0d30a61f2112be297
503,502,1,1,502,2a217d913f28ec0a03e1181102d4f5e6cf316f69efb2a775b53bcddfa585656b
504,0,0,0,0,4aa2907d194d7dd3656a35871261da1aba3f54c624c50910631f643151b497e9
505,0,0,0,0,76cda28d3f59ff84fec73e3ec7847c86b4a7210aa4b44f7bcc2c169b2f93dcf8
506,0,0,0,0,8af150094a6f1f89d4c0ebd33920ced2bb1bd4ecbf63582ee8376e2ec37f01fd
507,0,0,0,0,d08bba79440c514719892f01c27a826de3914e2a5d95d0639c03a78b248718c1
508,0,0,0,0,ac5aecbfd790de7c6d5313e56afe582e9d7c8ed999c55255d2f58de2921f39cd
509,508,1,1,508,0927bff394b9db345fe391e30aebe5b44980b784e9c6a52dd6b286fd5cde5fb5
510,0,0,0,0,8b0d63fb7dcd8fdbc734be94b100c0925d1b2c0ed3f9656d63cd1fbe4c79a02e
511,0,0,0,0,f2117634627cd28b17a3879833160b28abce79cd83a3a21ffada97ea3ac110ac
512,0,0,0,0,c71576c2c7cd06fc9cbd23581bb32ff53ea3f49bf2163fb0f8e476c49cc1c144
513,0,0,0,0,84225d985525e834830aaf3d5ed306f8d343fb3d9370cbbe598ad80bb9bfcae5
514,0,0,0,0,7852492f124809fc6538a5ce2170c4cca370c069c41839d2d962693b93772564
515,0,0,0,0,49ed5b12f66982c9f28c3e5101a923a609bbceceab273587e0b2dadc2c9febad
516,0,0,0,0,2351a0fcd113134c99b98a6754f8ae5d845054295e277ba38b50c756e9a09423
517,0,0,0,0,281c33724bd369c453197f81a144f6e993709cd0dc8ecf347436e42509025a0a
518,0,0,0,0,b1f82ac95cc4a0924f1d45372a056541cee7064fb0faa39826c2c19d9938de69
519,0,0,0,0,97c93c355ccaab4e4dc5bff749694ecc8dd4cd8ea2d181c29cf2c7e567dbf1c7
520,0,0,0,0,8829167e5e0f6b4f0a138a5b47502a8738561da26478eb01eb56346afef055e1
521,520,1,1,520,9a136f7a45465cb7bc8f2764f2c0fdf4c198a8f7a550b826471206c47918a2df
522,0,0,0,0,71ce49484b8f387e1d57fe2a5e8a192b2af9ba857a689c56267608b6e1489b03
523,522,1,1,522,b1f1cd56363ea0046b13d2368150d19a5baee5714cbd79c86bf9d85e8d197c53
524,0,0,0,0,2c95d13fe227a5fb65307da11102b6cc1d709cce9274b86a13323ada442f6dd5
